,acct_type,num_payouts,sale_duration2,fraud_target,is_country_same,ACH
10729,fraudster_event,0,8,1,0,1
10730,fraudster_event,0,4,1,1,0
10731,fraudster_event,0,3,1,0,1
10732,premium,0,43,0,1,1
10733,premium,120,23,0,1,1
10734,premium,0,57,0,1,1
10735,fraudster_event,0,5,1,0,0
10736,fraudster_event,0,8,1,1,0
10737,premium,0,14,0,1,1
10738,premium,1,43,0,0,1
10739,premium,2,84,0,1,0
10740,premium,10,54,0,1,1
10741,premium,1,25,0,0,1
10742,premium,5,0,0,0,1
10743,premium,36,21,0,1,1
10744,premium,47,3,0,1,0
10745,premium,579,29,0,1,1
10746,premium,80,38,0,0,0
10747,premium,50,5,0,1,1
10748,premium,0,40,0,0,0
10749,fraudster_event,0,2,1,1,1
10750,premium,0,203,0,1,0
10751,premium,55,49,0,1,1
10752,premium,50,63,0,1,1
10753,premium,0,18,0,1,0
10754,premium,2,37,0,1,0
10755,premium,23,7,0,1,1
10756,premium,4,11,0,1,1
10757,premium,7,38,0,1,0
10758,tos_warn,19,67,0,1,1
10759,premium,356,25,0,1,0
